Time (s),Value (V)
0.000000,-0.001678
0.001000,-0.001653
0.002000,-0.001622
0.003000,-0.001592
0.004000,-0.001562
0.005000,-0.001533
0.006000,-0.001511
0.007000,-0.001483
0.008000,-0.001456
0.009000,-0.001429
0.010000,-0.001402
0.011000,-0.001377
0.012000,-0.001351
0.013000,-0.001326
0.014000,-0.001302
0.015000,-0.001284
0.016000,-0.001267
0.017000,-0.001250
0.018000,-0.001234
0.019000,-0.001211
0.020000,-0.001189
0.021000,-0.001174
0.022000,-0.001152
0.023000,-0.001125
0.024000,-0.001111
0.025000,-0.001091
0.026000,-0.001071
0.027000,-0.001058
0.028000,-0.001039
0.029000,-0.001021
0.030000,-0.000996
0.031000,-0.000972
0.032000,-0.000955
0.033000,-0.000938
0.034000,-0.000921
0.035000,-0.000905
0.036000,-0.000889
0.037000,-0.000873
0.038000,-0.000858
0.039000,-0.000842
0.040000,-0.000834
0.041000,-0.000826
0.042000,-0.000817
0.043000,-0.000803
0.044000,-0.000789
0.045000,-0.000782
0.046000,-0.000774
0.047000,-0.000767
0.048000,-0.000754
0.049000,-0.000735
0.050000,-0.000722
0.051000,-0.000710
0.052000,-0.000704
0.053000,-0.000698
0.054000,-0.000686
0.055000,-0.000674
0.056000,-0.000663
0.057000,-0.000645
0.058000,-0.000635
0.059000,-0.000624
0.060000,-0.000614
0.061000,-0.000610
0.062000,-0.000599
0.063000,-0.000596
0.064000,-0.000586
0.065000,-0.000570
0.066000,-0.000560
0.067000,-0.000551
0.068000,-0.000536
0.069000,-0.000527
0.070000,-0.000519
0.071000,-0.000517
0.072000,-0.000515
0.073000,-0.000506
0.074000,-0.000498
0.075000,-0.000484
0.076000,-0.000476
0.077000,-0.000475
0.078000,-0.000468
0.079000,-0.000460
0.080000,-0.000459
0.081000,-0.000452
0.082000,-0.000445
0.083000,-0.000438
0.084000,-0.000425
0.085000,-0.000419
0.086000,-0.000412
0.087000,-0.000406
0.088000,-0.000400
0.089000,-0.000394
0.090000,-0.000388
0.091000,-0.000376
0.092000,-0.000377
0.093000,-0.000365
0.094000,-0.000359
0.095000,-0.000354
0.096000,-0.000349
0.097000,-0.000344
0.098000,-0.000339
0.099000,-0.000341
0.100000,-0.000336
0.101000,-0.000331
0.102000,-0.000326
0.103000,-0.000322
0.104000,-0.000330
0.105000,-0.000325
0.106000,-0.000321
0.107000,-0.000323
0.108000,-0.000318
0.109000,-0.000314
0.110000,-0.000316
0.111000,-0.000318
0.112000,-0.000320
0.113000,-0.000321
0.114000,-0.000317
0.115000,-0.000313
0.116000,-0.000308
0.117000,-0.000304
0.118000,-0.000306
0.119000,-0.000302
0.120000,-0.000304
0.121000,-0.000306
0.122000,-0.000302
0.123000,-0.000292
0.124000,-0.000288
0.125000,-0.000291
0.126000,-0.000280
0.127000,-0.000277
0.128000,-0.000267
0.129000,-0.000264
0.130000,-0.000260
0.131000,-0.000270
0.132000,-0.000272
0.133000,-0.000263
0.134000,-0.000253
0.135000,-0.000256
0.136000,-0.000253
0.137000,-0.000256
0.138000,-0.000247
0.139000,-0.000244
0.140000,-0.000241
0.141000,-0.000244
0.142000,-0.000241
0.143000,-0.000238
0.144000,-0.000236
0.145000,-0.000233
0.146000,-0.000230
0.147000,-0.000221
0.148000,-0.000219
0.149000,-0.000223
0.150000,-0.000220
0.151000,-0.000211
0.152000,-0.000215
0.153000,-0.000219
0.154000,-0.000211
0.155000,-0.000208
0.156000,-0.000206
0.157000,-0.000204
0.158000,-0.000202
0.159000,-0.000200
0.160000,-0.000198
0.161000,-0.000196
0.162000,-0.000194
0.163000,-0.000198
0.164000,-0.000196
0.165000,-0.000207
0.166000,-0.000217
0.167000,-0.000208
0.168000,-0.000219
0.169000,-0.000222
0.170000,-0.000220
0.171000,-0.000218
0.172000,-0.000215
0.173000,-0.000213
0.174000,-0.000217
0.175000,-0.000221
0.176000,-0.000218
0.177000,-0.000222
0.178000,-0.000226
0.179000,-0.000223
0.180000,-0.000221
0.181000,-0.000225
0.182000,-0.000222
0.183000,-0.000226
0.184000,-0.000217
0.185000,-0.000215
0.186000,-0.000206
0.187000,-0.000210
0.188000,-0.000220
0.189000,-0.000212
0.190000,-0.000209
0.191000,-0.000207
0.192000,-0.000211
0.193000,-0.000203
0.194000,-0.000201
0.195000,-0.000211
0.196000,-0.000209
0.197000,-0.000213
0.198000,-0.000210
0.199000,-0.000221
0.200000,-0.000225
0.201000,-0.000222
0.202000,-0.000219
0.203000,-0.000223
0.204000,-0.000221
0.205000,-0.000218
0.206000,-0.000216
0.207000,-0.000207
0.208000,-0.000205
0.209000,-0.000203
0.210000,-0.000207
0.211000,-0.000205
0.212000,-0.000203
0.213000,-0.000207
0.214000,-0.000211
0.215000,-0.000215
0.216000,-0.000213
0.217000,-0.000210
0.218000,-0.000208
0.219000,-0.000212
0.220000,-0.000210
0.221000,-0.000208
0.222000,-0.000205
0.223000,-0.000216
0.224000,-0.000220
0.225000,-0.000217
0.226000,-0.000215
0.227000,-0.000212
0.228000,-0.000210
0.229000,-0.000214
0.230000,-0.000212
0.231000,-0.000216
0.232000,-0.000220
0.233000,-0.000217
0.234000,-0.000215
0.235000,-0.000213
0.236000,-0.000210
0.237000,-0.000208
0.238000,-0.000200
0.239000,-0.000191
0.240000,-0.000189
0.241000,-0.000188
0.242000,-0.000186
0.243000,-0.000184
0.244000,-0.000182
0.245000,-0.000181
0.246000,-0.000185
0.247000,-0.000183
0.248000,-0.000188
0.249000,-0.000192
0.250000,-0.000190
0.251000,-0.000189
0.252000,-0.000193
0.253000,-0.000191
0.254000,-0.000195
0.255000,-0.000194
0.256000,-0.000198
0.257000,-0.000208
0.258000,-0.000212
0.259000,-0.000216
0.260000,-0.000214
0.261000,-0.000212
0.262000,-0.000209
0.263000,-0.000213
0.264000,-0.000211
0.265000,-0.000209
0.266000,-0.000213
0.267000,-0.000217
0.268000,-0.000214
0.269000,-0.000206
0.270000,-0.000210
0.271000,-0.000208
0.272000,-0.000212
0.273000,-0.000209
0.274000,-0.000207
0.275000,-0.000205
0.276000,-0.000209
0.277000,-0.000213
0.278000,-0.000217
0.279000,-0.000215
0.280000,-0.000212
0.281000,-0.000210
0.282000,-0.000208
0.283000,-0.000199
0.284000,-0.000197
0.285000,-0.000195
0.286000,-0.000200
0.287000,-0.000198
0.288000,-0.000202
0.289000,-0.000206
0.290000,-0.000204
0.291000,-0.000202
0.292000,-0.000200
0.293000,-0.000198
0.294000,-0.000196
0.295000,-0.000194
0.296000,-0.000192
0.297000,-0.000196
0.298000,-0.000194
0.299000,-0.000192
0.300000,-0.000190
0.301000,-0.000182
0.302000,-0.000174
0.303000,-0.000173
0.304000,-0.000177
0.305000,-0.000170
0.306000,-0.000168
0.307000,-0.000167
0.308000,-0.000172
0.309000,-0.000170
0.310000,-0.000169
0.311000,-0.000155
0.312000,-0.000153
0.313000,-0.000152
0.314000,-0.000151
0.315000,-0.000156
0.316000,-0.000162
0.317000,-0.000160
0.318000,-0.000159
0.319000,-0.000158
0.320000,-0.000156
0.321000,-0.000149
0.322000,-0.000148
0.323000,-0.000147
0.324000,-0.000152
0.325000,-0.000151
0.326000,-0.000150
0.327000,-0.000149
0.328000,-0.000154
0.329000,-0.000153
0.330000,-0.000152
0.331000,-0.000151
0.332000,-0.000150
0.333000,-0.000142
0.334000,-0.000142
0.335000,-0.000141
0.336000,-0.000133
0.337000,-0.000139
0.338000,-0.000138
0.339000,-0.000131
0.340000,-0.000130
0.341000,-0.000130
0.342000,-0.000123
0.343000,-0.000122
0.344000,-0.000116
0.345000,-0.000121
0.346000,-0.000127
0.347000,-0.000127
0.348000,-0.000132
0.349000,-0.000132
0.350000,-0.000131
0.351000,-0.000136
0.352000,-0.000136
0.353000,-0.000141
0.354000,-0.000146
0.355000,-0.000145
0.356000,-0.000145
0.357000,-0.000150
0.358000,-0.000155
0.359000,-0.000166
0.360000,-0.000165
0.361000,-0.000170
0.362000,-0.000175
0.363000,-0.000173
0.364000,-0.000184
0.365000,-0.000170
0.366000,-0.000168
0.367000,-0.000167
0.368000,-0.000166
0.369000,-0.000171
0.370000,-0.000175
0.371000,-0.000174
0.372000,-0.000172
0.373000,-0.000171
0.374000,-0.000169
0.375000,-0.000174
0.376000,-0.000173
0.377000,-0.000171
0.378000,-0.000170
0.379000,-0.000181
0.380000,-0.000179
0.381000,-0.000184
0.382000,-0.000182
0.383000,-0.000180
0.384000,-0.000179
0.385000,-0.000177
0.386000,-0.000175
0.387000,-0.000174
0.388000,-0.000172
0.389000,-0.000171
0.390000,-0.000169
0.391000,-0.000180
0.392000,-0.000179
0.393000,-0.000183
0.394000,-0.000182
0.395000,-0.000186
0.396000,-0.000184
0.397000,-0.000189
0.398000,-0.000193
0.399000,-0.000198
0.400000,-0.000196
0.401000,-0.000194
0.402000,-0.000192
0.403000,-0.000190
0.404000,-0.000188
0.405000,-0.000180
0.406000,-0.000185
0.407000,-0.000189
0.408000,-0.000187
0.409000,-0.000185
0.410000,-0.000177
0.411000,-0.000176
0.412000,-0.000181
0.413000,-0.000179
0.414000,-0.000177
0.415000,-0.000176
0.416000,-0.000180
0.417000,-0.000172
0.418000,-0.000177
0.419000,-0.000182
0.420000,-0.000186
0.421000,-0.000185
0.422000,-0.000183
0.423000,-0.000187
0.424000,-0.000186
0.425000,-0.000184
0.426000,-0.000182
0.427000,-0.000174
0.428000,-0.000173
0.429000,-0.000171
0.430000,-0.000163
0.431000,-0.000162
0.432000,-0.000161
0.433000,-0.000166
0.434000,-0.000164
0.435000,-0.000163
0.436000,-0.000162
0.437000,-0.000167
0.438000,-0.000165
0.439000,-0.000164
0.440000,-0.000169
0.441000,-0.000167
0.442000,-0.000166
0.443000,-0.000158
0.444000,-0.000157
0.445000,-0.000168
0.446000,-0.000167
0.447000,-0.000166
0.448000,-0.000171
0.449000,-0.000163
0.450000,-0.000161
0.451000,-0.000166
0.452000,-0.000171
0.453000,-0.000170
0.454000,-0.000175
0.455000,-0.000173
0.456000,-0.000178
0.457000,-0.000176
0.458000,-0.000175
0.459000,-0.000173
0.460000,-0.000172
0.461000,-0.000170
0.462000,-0.000169
0.463000,-0.000173
0.464000,-0.000172
0.465000,-0.000170
0.466000,-0.000175
0.467000,-0.000174
0.468000,-0.000172
0.469000,-0.000171
0.470000,-0.000169
0.471000,-0.000174
0.472000,-0.000172
0.473000,-0.000177
0.474000,-0.000176
0.475000,-0.000180
0.476000,-0.000179
0.477000,-0.000177
0.478000,-0.000175
0.479000,-0.000174
0.480000,-0.000166
0.481000,-0.000165
0.482000,-0.000163
0.483000,-0.000156
0.484000,-0.000155
0.485000,-0.000160
0.486000,-0.000165
0.487000,-0.000163
0.488000,-0.000162
0.489000,-0.000161
0.490000,-0.000166
0.491000,-0.000177
0.492000,-0.000175
0.493000,-0.000167
0.494000,-0.000160
0.495000,-0.000159
0.496000,-0.000157
0.497000,-0.000162
0.498000,-0.000161
0.499000,-0.000160
0.500000,-0.000158
0.501000,-0.000164
0.502000,-0.000156
0.503000,-0.000155
0.504000,-0.000160
0.505000,-0.000171
0.506000,-0.000170
0.507000,-0.000168
0.508000,-0.000167
0.509000,-0.000172
0.510000,-0.000170
0.511000,-0.000169
0.512000,-0.000167
0.513000,-0.000166
0.514000,-0.000171
0.515000,-0.000169
0.516000,-0.000168
0.517000,-0.000166
0.518000,-0.000165
0.519000,-0.000164
0.520000,-0.000162
0.521000,-0.000167
0.522000,-0.000166
0.523000,-0.000165
0.524000,-0.000163
0.525000,-0.000156
0.526000,-0.000154
0.527000,-0.000160
0.528000,-0.000158
0.529000,-0.000157
0.530000,-0.000156
0.531000,-0.000155
0.532000,-0.000154
0.533000,-0.000152
0.534000,-0.000145
0.535000,-0.000144
0.536000,-0.000143
0.537000,-0.000136
0.538000,-0.000141
0.539000,-0.000147
0.540000,-0.000146
0.541000,-0.000157
0.542000,-0.000156
0.543000,-0.000161
0.544000,-0.000160
0.545000,-0.000152
0.546000,-0.000151
0.547000,-0.000156
0.548000,-0.000155
0.549000,-0.000154
0.550000,-0.000159
0.551000,-0.000158
0.552000,-0.000157
0.553000,-0.000156
0.554000,-0.000154
0.555000,-0.000153
0.556000,-0.000158
0.557000,-0.000163
0.558000,-0.000162
0.559000,-0.000173
0.560000,-0.000172
0.561000,-0.000164
0.562000,-0.000163
0.563000,-0.000155
0.564000,-0.000154
0.565000,-0.000153
0.566000,-0.000145
0.567000,-0.000138
0.568000,-0.000131
0.569000,-0.000137
0.570000,-0.000148
0.571000,-0.000160
0.572000,-0.000159
0.573000,-0.000151
0.574000,-0.000150
0.575000,-0.000155
0.576000,-0.000160
0.577000,-0.000165
0.578000,-0.000164
0.579000,-0.000163
0.580000,-0.000155
0.581000,-0.000154
0.582000,-0.000159
0.583000,-0.000164
0.584000,-0.000169
0.585000,-0.000168
0.586000,-0.000160
0.587000,-0.000165
0.588000,-0.000164
0.589000,-0.000162
0.590000,-0.000161
0.591000,-0.000166
0.592000,-0.000165
0.593000,-0.000163
0.594000,-0.000162
0.595000,-0.000161
0.596000,-0.000166
0.597000,-0.000164
0.598000,-0.000163
0.599000,-0.000162
0.600000,-0.000166
0.601000,-0.000165
0.602000,-0.000164
0.603000,-0.000162
0.604000,-0.000167
0.605000,-0.000166
0.606000,-0.000165
0.607000,-0.000163
0.608000,-0.000162
0.609000,-0.000167
0.610000,-0.000172
0.611000,-0.000170
0.612000,-0.000169
0.613000,-0.000161
0.614000,-0.000160
0.615000,-0.000159
0.616000,-0.000157
0.617000,-0.000150
0.618000,-0.000149
0.619000,-0.000148
0.620000,-0.000147
0.621000,-0.000146
0.622000,-0.000139
0.623000,-0.000144
0.624000,-0.000149
0.625000,-0.000148
0.626000,-0.000147
0.627000,-0.000146
0.628000,-0.000151
0.629000,-0.000144
0.630000,-0.000143
0.631000,-0.000142
0.632000,-0.000141
0.633000,-0.000140
0.634000,-0.000140
0.635000,-0.000139
0.636000,-0.000144
0.637000,-0.000143
0.638000,-0.000142
0.639000,-0.000141
0.640000,-0.000140
0.641000,-0.000140
0.642000,-0.000139
0.643000,-0.000138
0.644000,-0.000137
0.645000,-0.000136
0.646000,-0.000129
0.647000,-0.000129
0.648000,-0.000128
0.649000,-0.000127
0.650000,-0.000127
0.651000,-0.000120
0.652000,-0.000119
0.653000,-0.000125
0.654000,-0.000125
0.655000,-0.000124
0.656000,-0.000130
0.657000,-0.000142
0.658000,-0.000141
0.659000,-0.000140
0.660000,-0.000139
0.661000,-0.000138
0.662000,-0.000137
0.663000,-0.000130
0.664000,-0.000130
0.665000,-0.000123
0.666000,-0.000122
0.667000,-0.000128
0.668000,-0.000127
0.669000,-0.000127
0.670000,-0.000126
0.671000,-0.000125
0.672000,-0.000131
0.673000,-0.000130
0.674000,-0.000124
0.675000,-0.000123
0.676000,-0.000122
0.677000,-0.000116
0.678000,-0.000115
0.679000,-0.000109
0.680000,-0.000108
0.681000,-0.000108
0.682000,-0.000114
0.683000,-0.000114
0.684000,-0.000114
0.685000,-0.000119
0.686000,-0.000119
0.687000,-0.000119
0.688000,-0.000124
0.689000,-0.000124
0.690000,-0.000123
0.691000,-0.000135
0.692000,-0.000134
0.693000,-0.000134
0.694000,-0.000133
0.695000,-0.000126
0.696000,-0.000132
0.697000,-0.000131
0.698000,-0.000130
0.699000,-0.000123
0.700000,-0.000129
0.701000,-0.000135
0.702000,-0.000128
0.703000,-0.000127
0.704000,-0.000126
0.705000,-0.000126
0.706000,-0.000132
0.707000,-0.000131
0.708000,-0.000130
0.709000,-0.000142
0.710000,-0.000141
0.711000,-0.000153
0.712000,-0.000152
0.713000,-0.000151
0.714000,-0.000149
0.715000,-0.000148
0.716000,-0.000154
0.717000,-0.000159
0.718000,-0.000158
0.719000,-0.000150
0.720000,-0.000155
0.721000,-0.000160
0.722000,-0.000159
0.723000,-0.000164
0.724000,-0.000163
0.725000,-0.000161
0.726000,-0.000160
0.727000,-0.000171
0.728000,-0.000176
0.729000,-0.000175
0.730000,-0.000173
0.731000,-0.000172
0.732000,-0.000170
0.733000,-0.000169
0.734000,-0.000167
0.735000,-0.000166
0.736000,-0.000158
0.737000,-0.000163
0.738000,-0.000162
0.739000,-0.000161
0.740000,-0.000159
0.741000,-0.000158
0.742000,-0.000163
0.743000,-0.000162
0.744000,-0.000154
0.745000,-0.000159
0.746000,-0.000164
0.747000,-0.000169
0.748000,-0.000174
0.749000,-0.000173
0.750000,-0.000171
0.751000,-0.000170
0.752000,-0.000174
0.753000,-0.000179
0.754000,-0.000177
0.755000,-0.000188
0.756000,-0.000187
0.757000,-0.000185
0.758000,-0.000183
0.759000,-0.000175
0.760000,-0.000180
0.761000,-0.000178
0.762000,-0.000189
0.763000,-0.000187
0.764000,-0.000179
0.765000,-0.000171
0.766000,-0.000163
0.767000,-0.000162
0.768000,-0.000161
0.769000,-0.000160
0.770000,-0.000165
0.771000,-0.000157
0.772000,-0.000156
0.773000,-0.000155
0.774000,-0.000153
0.775000,-0.000159
0.776000,-0.000157
0.777000,-0.000162
0.778000,-0.000167
0.779000,-0.000166
0.780000,-0.000165
0.781000,-0.000163
0.782000,-0.000168
0.783000,-0.000167
0.784000,-0.000165
0.785000,-0.000164
0.786000,-0.000163
0.787000,-0.000161
0.788000,-0.000160
0.789000,-0.000165
0.790000,-0.000164
0.791000,-0.000162
0.792000,-0.000161
0.793000,-0.000160
0.794000,-0.000159
0.795000,-0.000157
0.796000,-0.000162
0.797000,-0.000174
0.798000,-0.000172
0.799000,-0.000171
0.800000,-0.000175
0.801000,-0.000180
0.802000,-0.000178
0.803000,-0.000171
0.804000,-0.000169
0.805000,-0.000174
0.806000,-0.000172
0.807000,-0.000171
0.808000,-0.000169
0.809000,-0.000174
0.810000,-0.000179
0.811000,-0.000177
0.812000,-0.000176
0.813000,-0.000162
0.814000,-0.000167
0.815000,-0.000165
0.816000,-0.000164
0.817000,-0.000162
0.818000,-0.000161
0.819000,-0.000154
0.820000,-0.000152
0.821000,-0.000151
0.822000,-0.000157
0.823000,-0.000143
0.824000,-0.000148
0.825000,-0.000147
0.826000,-0.000146
0.827000,-0.000145
0.828000,-0.000144
0.829000,-0.000143
0.830000,-0.000142
0.831000,-0.000141
0.832000,-0.000140
0.833000,-0.000140
0.834000,-0.000145
0.835000,-0.000157
0.836000,-0.000162
0.837000,-0.000160
0.838000,-0.000159
0.839000,-0.000158
0.840000,-0.000157
0.841000,-0.000155
0.842000,-0.000154
0.843000,-0.000153
0.844000,-0.000152
0.845000,-0.000151
0.846000,-0.000156
0.847000,-0.000155
0.848000,-0.000154
0.849000,-0.000153
0.850000,-0.000152
0.851000,-0.000150
0.852000,-0.000143
0.853000,-0.000142
0.854000,-0.000141
0.855000,-0.000147
0.856000,-0.000146
0.857000,-0.000145
0.858000,-0.000150
0.859000,-0.000149
0.860000,-0.000148
0.861000,-0.000153
0.862000,-0.000152
0.863000,-0.000151
0.864000,-0.000150
0.865000,-0.000149
0.866000,-0.000148
0.867000,-0.000147
0.868000,-0.000152
0.869000,-0.000151
0.870000,-0.000150
0.871000,-0.000155
0.872000,-0.000148
0.873000,-0.000147
0.874000,-0.000146
0.875000,-0.000145
0.876000,-0.000144
0.877000,-0.000136
0.878000,-0.000136
0.879000,-0.000141
0.880000,-0.000140
0.881000,-0.000146
0.882000,-0.000145
0.883000,-0.000144
0.884000,-0.000137
0.885000,-0.000136
0.886000,-0.000135
0.887000,-0.000134
0.888000,-0.000133
0.889000,-0.000126
0.890000,-0.000126
0.891000,-0.000119
0.892000,-0.000119
0.893000,-0.000124
0.894000,-0.000118
0.895000,-0.000123
0.896000,-0.000123
0.897000,-0.000122
0.898000,-0.000122
0.899000,-0.000121
0.900000,-0.000121
0.901000,-0.000120
0.902000,-0.000126
0.903000,-0.000126
0.904000,-0.000125
0.905000,-0.000124
0.906000,-0.000130
0.907000,-0.000136
0.908000,-0.000141
0.909000,-0.000147
0.910000,-0.000146
0.911000,-0.000145
0.912000,-0.000137
0.913000,-0.000137
0.914000,-0.000142
0.915000,-0.000141
0.916000,-0.000147
0.917000,-0.000146
0.918000,-0.000138
0.919000,-0.000144
0.920000,-0.000143
0.921000,-0.000142
0.922000,-0.000141
0.923000,-0.000140
0.924000,-0.000133
0.925000,-0.000145
0.926000,-0.000138
0.927000,-0.000143
0.928000,-0.000136
0.929000,-0.000135
0.930000,-0.000134
0.931000,-0.000133
0.932000,-0.000133
0.933000,-0.000132
0.934000,-0.000131
0.935000,-0.000131
0.936000,-0.000130
0.937000,-0.000129
0.938000,-0.000129
0.939000,-0.000134
0.940000,-0.000127
0.941000,-0.000133
0.942000,-0.000126
0.943000,-0.000119
0.944000,-0.000125
0.945000,-0.000131
0.946000,-0.000130
0.947000,-0.000123
0.948000,-0.000116
0.949000,-0.000116
0.950000,-0.000122
0.951000,-0.000127
0.952000,-0.000127
0.953000,-0.000132
0.954000,-0.000144
0.955000,-0.000143
0.956000,-0.000142
0.957000,-0.000142
0.958000,-0.000134
0.959000,-0.000134
0.960000,-0.000127
0.961000,-0.000126
0.962000,-0.000125
0.963000,-0.000137
0.964000,-0.000143
0.965000,-0.000142
0.966000,-0.000147
0.967000,-0.000146
0.968000,-0.000145
0.969000,-0.000138
0.970000,-0.000137
0.971000,-0.000143
0.972000,-0.000135
0.973000,-0.000147
0.974000,-0.000153
0.975000,-0.000151
0.976000,-0.000150
0.977000,-0.000143
0.978000,-0.000142
0.979000,-0.000141
0.980000,-0.000147
0.981000,-0.000152
0.982000,-0.000157
